,VPN,Date,Depart,Arrivé,Prix,Temps de vol,Heure de départ,Heure d'arrivé,Nombre d'escales,Compagnies,Pays,PIB par habitant ($)
2052,Macao,30/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",503 €,42h 40m,16:35,19:15,3 escales,Plusieurs compagnies,Macao,114400
2053,Macao,30/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",483 €,44h 55m,14:20,19:15,3 escales,Plusieurs compagnies,Macao,114400
2054,Macao,30/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",572 €,39h 30m,19:45,19:15,1 escale,LOT Polish Airlines,Macao,114400
2055,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",10 €,2h 0m,09:50,10:50,Direct,Ryanair,Macao,114400
2056,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",42 €,2h 0m,07:25,08:25,Direct,Air Baltic,Macao,114400
2057,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",42 €,2h 0m,17:35,18:35,Direct,Air Baltic,Macao,114400
2058,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",24 €,5h 50m,12:15,17:05,1 escale,Ryanair,Macao,114400
2059,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",35 €,9h 0m,14:40,22:40,1 escale,Ryanair,Macao,114400
2060,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",90 €,3h 40m,06:05,08:45,1 escale,LOT Polish Airlines,Macao,114400
2061,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",90 €,4h 10m,13:50,17:00,1 escale,LOT Polish Airlines,Macao,114400
2062,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",100 €,5h 30m,07:00,11:30,1 escale,Plusieurs compagnies,Macao,114400
2063,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",153 €,4h 5m,17:15,20:20,1 escale,Plusieurs compagnies,Macao,114400
2064,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",33 €,19h 45m,16:15,11:00,1 escale,Ryanair,Macao,114400
2065,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",56 €,11h 40m,11:55,22:35,1 escale,Plusieurs compagnies,Macao,114400
2066,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",131 €,5h 5m,06:05,10:10,1 escale,Lufthansa,Macao,114400
2067,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",27 €,24h 50m,20:25,20:15,1 escale,Ryanair,Macao,114400
2068,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",57 €,11h 50m,11:45,22:35,1 escale,Wizz Air,Macao,114400
2069,Macao,30/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",62 €,11h 0m,07:05,17:05,1 escale,Plusieurs compagnies,Macao,114400
2070,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",340 €,12h 15m,22:45,18:00,1 escale,TAP Air Portugal,Macao,114400
2071,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",301 €,15h 30m,21:45,20:15,1 escale,Plusieurs compagnies,Macao,114400
2072,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",349 €,14h 45m,21:45,19:30,1 escale,Plusieurs compagnies,Macao,114400
2073,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",340 €,17h 20m,17:40,18:00,1 escale,TAP Air Portugal,Macao,114400
2074,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",403 €,15h 45m,22:45,21:30,2 escales,TAP Air Portugal,Macao,114400
2075,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",505 €,13h 5m,21:45,17:50,1 escale,Plusieurs compagnies,Macao,114400
2076,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",472 €,14h 0m,23:15,20:15,1 escale,Plusieurs compagnies,Macao,114400
2077,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",606 €,11h 0m,20:05,14:05,1 escale,Air Canada,Macao,114400
2078,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",606 €,11h 0m,20:05,14:05,1 escale,Plusieurs compagnies,Macao,114400
2079,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",609 €,11h 0m,20:05,14:05,1 escale,Lufthansa,Macao,114400
2080,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",490 €,13h 50m,18:25,15:15,1 escale,Plusieurs compagnies,Macao,114400
2081,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",401 €,17h 5m,17:40,17:45,2 escales,TAP Air Portugal,Macao,114400
2082,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",520 €,13h 15m,23:15,19:30,1 escale,Plusieurs compagnies,Macao,114400
2083,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",436 €,16h 20m,22:45,22:05,2 escales,TAP Air Portugal,Macao,114400
2084,Macao,30/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",605 €,12h 5m,18:55,14:00,1 escale,Air France,Macao,114400
2085,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",264 €,5h 10m,17:05,01:45,Direct,Air India,Macao,114400
2086,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",278 €,5h 10m,17:05,01:45,Direct,Egyptair,Macao,114400
2087,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",199 €,8h 25m,15:10,03:05,1 escale,Flynas,Macao,114400
2088,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",199 €,10h 10m,13:25,03:05,1 escale,Flynas,Macao,114400
2089,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",252 €,8h 5m,01:45,13:20,1 escale,Plusieurs compagnies,Macao,114400
2090,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",256 €,8h 40m,16:05,04:15,1 escale,Air Arabia,Macao,114400
2091,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",234 €,9h 30m,13:40,02:40,1 escale,Etihad Airways,Macao,114400
2092,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",267 €,8h 50m,01:45,14:05,1 escale,Plusieurs compagnies,Macao,114400
2093,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",238 €,10h 20m,23:30,13:20,1 escale,Plusieurs compagnies,Macao,114400
2094,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",297 €,8h 25m,17:35,05:30,1 escale,Plusieurs compagnies,Macao,114400
2095,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",199 €,12h 45m,10:50,03:05,1 escale,Flynas,Macao,114400
2096,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",237 €,11h 5m,23:30,14:05,1 escale,Plusieurs compagnies,Macao,114400
2097,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",314 €,8h 25m,18:45,06:40,1 escale,Oman Air,Macao,114400
2098,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",308 €,8h 40m,01:00,13:10,1 escale,Oman Air,Macao,114400
2099,Macao,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",320 €,8h 25m,17:35,05:30,1 escale,Plusieurs compagnies,Macao,114400
2100,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",114 €,5h 15m,13:45,18:00,1 escale,Plusieurs compagnies,Macao,114400
2101,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",110 €,6h 45m,16:45,22:30,1 escale,Plusieurs compagnies,Macao,114400
2102,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",114 €,6h 45m,17:00,22:45,1 escale,Plusieurs compagnies,Macao,114400
2103,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",119 €,8h 40m,11:15,18:55,1 escale,Plusieurs compagnies,Macao,114400
2104,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",167 €,6h 15m,15:55,21:10,1 escale,Plusieurs compagnies,Macao,114400
2105,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",178 €,6h 20m,11:20,16:40,1 escale,Plusieurs compagnies,Macao,114400
2106,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",186 €,6h 10m,14:10,19:20,1 escale,Plusieurs compagnies,Macao,114400
2107,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",172 €,7h 10m,11:55,18:05,1 escale,Plusieurs compagnies,Macao,114400
2108,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",172 €,7h 25m,07:55,14:20,1 escale,Plusieurs compagnies,Macao,114400
2109,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",195 €,7h 0m,09:50,15:50,1 escale,Plusieurs compagnies,Macao,114400
2110,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",249 €,5h 45m,11:00,15:45,1 escale,Plusieurs compagnies,Macao,114400
2111,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",115 €,12h 45m,11:00,22:45,1 escale,Plusieurs compagnies,Macao,114400
2112,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",180 €,8h 20m,12:55,20:15,1 escale,Plusieurs compagnies,Macao,114400
2113,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",213 €,7h 20m,12:45,19:05,1 escale,Plusieurs compagnies,Macao,114400
2114,Macao,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",196 €,8h 0m,12:20,19:20,1 escale,Plusieurs compagnies,Macao,114400
2115,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",19 €,3h 5m,07:15,09:20,Direct,Ryanair,Macao,114400
2116,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",42 €,3h 4m,21:55,23:59,Direct,Iberia Express,Macao,114400
2117,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",43 €,3h 4m,21:55,23:59,Direct,Iberia,Macao,114400
2118,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",53 €,3h 10m,11:40,13:50,Direct,Iberia Express,Macao,114400
2119,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",54 €,3h 10m,11:40,13:50,Direct,Iberia,Macao,114400
2120,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",34 €,6h 0m,13:10,18:10,1 escale,Ryanair,Macao,114400
2121,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",163 €,3h 4m,21:55,23:59,Direct,Vueling,Macao,114400
2122,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",163 €,3h 10m,11:40,13:50,Direct,Vueling,Macao,114400
2123,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",43 €,13h 20m,19:05,07:25,1 escale,Plusieurs compagnies,Macao,114400
2124,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",92 €,6h 15m,13:45,19:00,1 escale,Plusieurs compagnies,Macao,114400
2125,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",51 €,12h 55m,06:10,18:05,1 escale,Ryanair,Macao,114400
2126,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",58 €,11h 35m,07:30,18:05,1 escale,Plusieurs compagnies,Macao,114400
2127,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",59 €,11h 30m,07:35,18:05,1 escale,Plusieurs compagnies,Macao,114400
2128,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",63 €,11h 10m,06:10,16:20,1 escale,Ryanair,Macao,114400
2129,Macao,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",107 €,6h 45m,17:15,23:00,1 escale,Plusieurs compagnies,Macao,114400
2130,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",456 €,13h 25m,22:40,13:05,1 escale,Ethiopian Airlines,Macao,114400
2131,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",297 €,21h 40m,09:20,08:00,1 escale,Etihad Airways,Macao,114400
2132,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",398 €,16h 30m,13:05,06:35,1 escale,Egyptair,Macao,114400
2133,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",487 €,15h 10m,16:45,08:55,1 escale,Air France,Macao,114400
2134,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",492 €,15h 10m,06:00,22:10,1 escale,KLM,Macao,114400
2135,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",564 €,13h 15m,20:05,10:20,1 escale,Swiss,Macao,114400
2136,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",561 €,13h 55m,19:40,10:35,1 escale,Turkish Airlines,Macao,114400
2137,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",564 €,13h 55m,18:40,09:35,1 escale,Lufthansa,Macao,114400
2138,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",378 €,22h 40m,08:20,08:00,2 escales,Plusieurs compagnies,Macao,114400
2139,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",378 €,22h 40m,08:20,08:00,2 escales,Etihad Airways,Macao,114400
2140,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",503 €,17h 15m,17:15,11:30,1 escale,Plusieurs compagnies,Macao,114400
2141,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",384 €,22h 45m,06:50,06:35,2 escales,Plusieurs compagnies,Macao,114400
2142,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",571 €,15h 30m,17:05,09:35,2 escales,Lufthansa,Macao,114400
2143,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",522 €,17h 10m,17:20,11:30,1 escale,Plusieurs compagnies,Macao,114400
2144,Macao,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",580 €,15h 35m,17:00,09:35,2 escales,Plusieurs compagnies,Macao,114400
2145,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 18m,07:00,10:18,Direct,Delta Air Lines,Macao,114400
2146,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 18m,11:59,15:17,Direct,JetBlue,Macao,114400
2147,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 22m,17:15,20:37,Direct,Delta Air Lines,Macao,114400
2148,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 23m,12:00,15:23,Direct,Delta Air Lines,Macao,114400
2149,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 25m,13:45,17:10,Direct,Delta Air Lines,Macao,114400
2150,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 25m,10:20,13:45,Direct,Delta Air Lines,Macao,114400
2151,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 25m,09:59,13:24,Direct,JetBlue,Macao,114400
2152,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 27m,21:59,01:26,Direct,JetBlue,Macao,114400
2153,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 28m,08:00,11:28,Direct,JetBlue,Macao,114400
2154,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 28m,15:30,18:58,Direct,JetBlue,Macao,114400
2155,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 29m,09:00,12:29,Direct,JetBlue,Macao,114400
2156,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 30m,17:35,21:05,Direct,JetBlue,Macao,114400
2157,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 35m,19:15,22:50,Direct,Delta Air Lines,Macao,114400
2158,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 35m,08:45,12:20,Direct,Delta Air Lines,Macao,114400
2159,Macao,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 32m,20:00,23:32,Direct,JetBlue,Macao,114400
2160,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 229 €,26h 15m,07:30,19:45,2 escales,China Airlines,Macao,114400
2161,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 321 €,26h 35m,07:10,19:45,2 escales,Plusieurs compagnies,Macao,114400
2162,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 239 €,30h 0m,18:55,10:55,2 escales,Plusieurs compagnies,Macao,114400
2163,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 237 €,30h 55m,13:10,06:05,2 escales,Plusieurs compagnies,Macao,114400
2164,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 214 €,31h 35m,12:30,06:05,2 escales,Plusieurs compagnies,Macao,114400
2165,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 478 €,26h 20m,07:25,19:45,2 escales,Plusieurs compagnies,Macao,114400
2166,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 239 €,31h 40m,17:15,10:55,2 escales,Plusieurs compagnies,Macao,114400
2167,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 569 €,25h 10m,21:00,08:10,1 escale,Air India,Macao,114400
2168,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 389 €,28h 55m,22:05,13:00,3 escales,Plusieurs compagnies,Macao,114400
2169,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 456 €,27h 45m,21:10,10:55,2 escales,Plusieurs compagnies,Macao,114400
2170,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 239 €,33h 25m,15:30,10:55,2 escales,Plusieurs compagnies,Macao,114400
2171,Macao,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 983 €,21h 15m,10:40,17:55,1 escale,Singapore Airlines,Macao,114400
